Task,Item,N,p,pbis,flag_p,flag_pbis
swr,swr_cotplicant,15,0.867,0.397,FALSE,FALSE
swr,swr_country,12,0.917,-0.553,TRUE,TRUE
swr,swr_coustly,13,0.538,0.171,FALSE,TRUE
swr,swr_crayon,11,0.909,-0.85,TRUE,TRUE
swr,swr_crit,12,0.75,0.581,FALSE,FALSE
swr,swr_cruta,51,0.824,0.244,FALSE,FALSE
swr,swr_crutas,364,0.808,0.377,FALSE,FALSE
swr,swr_cry,10,0.9,-0.022,FALSE,TRUE
swr,swr_cráneo,51,0.706,0.244,FALSE,FALSE
swr,swr_cráxido,39,0.795,0.467,FALSE,FALSE
swr,swr_cuaderno,41,0.756,0.343,FALSE,FALSE
swr,swr_cuadrilátero,59,0.508,0.141,FALSE,TRUE
swr,swr_cuamerno,362,0.779,0.278,FALSE,FALSE
swr,swr_cuerpo,40,0.85,0.451,FALSE,FALSE
swr,swr_cuerzo,41,0.756,0.139,FALSE,TRUE
swr,swr_cully,8,0.75,-0.294,FALSE,TRUE
swr,swr_cumpleapos,366,0.538,0.27,FALSE,FALSE
swr,swr_cumpleaños,47,0.851,0.712,FALSE,FALSE
swr,swr_cuppom,14,0.714,0.149,FALSE,TRUE
swr,swr_custom,22,0.864,0.385,FALSE,FALSE
swr,swr_dack,13,0.769,0.73,FALSE,FALSE
swr,swr_daople,12,0.667,0.383,FALSE,FALSE
swr,swr_delivery,16,0.938,0.274,TRUE,FALSE
swr,swr_demen,15,0.733,0.77,FALSE,FALSE
swr,swr_dentesta,38,0.684,0.333,FALSE,FALSE
swr,swr_dentista,37,0.757,0.222,FALSE,FALSE
swr,swr_desarrollar,44,0.75,0.247,FALSE,FALSE
swr,swr_desarroyar,55,0.327,-0.074,FALSE,TRUE
swr,swr_desaypnar,42,0.714,0.45,FALSE,FALSE
swr,swr_desayunar,59,0.763,0.391,FALSE,FALSE
swr,swr_describe,21,0.81,0.112,FALSE,TRUE
swr,swr_desequilibrio,45,0.511,0.345,FALSE,FALSE
swr,swr_desequilímiro,40,0.75,0.402,FALSE,FALSE
swr,swr_deslinzado,45,0.467,0.178,FALSE,TRUE
swr,swr_deslizamiento,46,0.674,0.114,FALSE,TRUE
swr,swr_destrifs,8,0.875,-0.224,FALSE,TRUE
swr,swr_devernmeted,13,0.769,0.201,FALSE,FALSE
swr,swr_dibujar,48,0.896,0.567,FALSE,FALSE
swr,swr_diccionario,41,0.756,0.586,FALSE,FALSE
swr,swr_dicnororia,53,0.811,0.533,FALSE,FALSE
swr,swr_didertido,364,0.657,0.182,FALSE,TRUE
swr,swr_difícel,52,0.788,0.336,FALSE,FALSE
swr,swr_difícil,52,0.904,0.034,TRUE,TRUE
swr,swr_dimp,14,0.786,0.161,FALSE,TRUE
swr,swr_dinero,367,0.91,0.373,TRUE,FALSE
swr,swr_dintaña,365,0.836,0.353,FALSE,FALSE
swr,swr_dipujar,46,0.761,0.249,FALSE,FALSE
swr,swr_disero,368,0.829,0.369,FALSE,FALSE
swr,swr_dishonesty,10,0.7,0.424,FALSE,FALSE
swr,swr_distance,10,1,NA,TRUE,FALSE
swr,swr_divertido,48,0.979,0.141,TRUE,TRUE
swr,swr_doctor,46,0.826,0.036,FALSE,TRUE
swr,swr_dogo,9,0.778,-0.261,FALSE,TRUE
swr,swr_doifs,12,0.75,-0.263,FALSE,TRUE
swr,swr_dolc,15,0.933,-0.081,TRUE,TRUE
swr,swr_donut,15,0.667,0.432,FALSE,FALSE
swr,swr_dorcitorio,55,0.818,0.408,FALSE,FALSE
swr,swr_dormir,47,0.957,0.388,TRUE,FALSE
swr,swr_dormitorio,35,0.829,0.237,FALSE,FALSE
swr,swr_doubtful,10,0.6,-0.498,FALSE,TRUE
swr,swr_draw,15,0.933,-0.044,TRUE,TRUE
swr,swr_drawer,19,0.842,0.213,FALSE,FALSE
swr,swr_drine,17,0.765,0.39,FALSE,FALSE
swr,swr_drow,12,0.417,0.532,FALSE,FALSE
swr,swr_druper,16,0.75,0.442,FALSE,FALSE
swr,swr_drustion,11,0.636,0.385,FALSE,FALSE
swr,swr_dryer,17,0.765,0.507,FALSE,FALSE
swr,swr_duck,17,0.941,0.417,TRUE,FALSE
swr,swr_dulce,45,0.911,0.1,TRUE,TRUE
swr,swr_dunkel,126,0.944,0.278,TRUE,FALSE
swr,swr_duro,48,0.938,0.186,TRUE,TRUE
swr,swr_durper,15,0.867,0.273,FALSE,FALSE
swr,swr_duttery,17,0.765,0.051,FALSE,TRUE
swr,swr_dy,53,0.925,0.41,TRUE,FALSE
swr,swr_dúsica,366,0.806,0.337,FALSE,FALSE
swr,swr_dühl,13,0.923,-0.112,TRUE,TRUE
swr,swr_dünn,13,0.846,0.06,FALSE,TRUE
swr,swr_each,11,0.818,-0.109,FALSE,TRUE
swr,swr_eamn,8,0.875,-0.045,FALSE,TRUE
swr,swr_ebenhamelrich,125,0.744,0.206,FALSE,FALSE
swr,swr_eceñante,58,0.845,0.135,FALSE,TRUE
swr,swr_echts,21,0.857,0.411,FALSE,FALSE
swr,swr_ef,15,0.867,0.35,FALSE,FALSE
swr,swr_effake,13,0.692,-0.637,FALSE,TRUE
swr,swr_effect,12,0.667,-0.062,FALSE,TRUE
swr,swr_egg,10,0.9,-0.72,FALSE,TRUE
swr,swr_ejo,43,0.884,0.125,FALSE,TRUE
swr,swr_eklig,126,0.762,0.288,FALSE,FALSE
swr,swr_elefante,43,0.86,-0.196,FALSE,TRUE
swr,swr_elements,18,0.944,0.457,TRUE,FALSE
swr,swr_elgen,14,1,NA,TRUE,FALSE
swr,swr_elsand,11,0.909,-0.384,TRUE,TRUE
swr,swr_emocionado,50,0.76,0.382,FALSE,FALSE
swr,swr_empty,16,0.812,0.02,FALSE,TRUE
swr,swr_encondrar,43,0.791,0.282,FALSE,FALSE
swr,swr_encontrar,58,0.897,0.134,FALSE,TRUE
swr,swr_ensalada,361,0.82,0.461,FALSE,FALSE
swr,swr_entdecken,125,0.928,0.459,TRUE,FALSE
swr,swr_entkokkens,20,0.95,0.499,TRUE,FALSE
swr,swr_enttirken,125,0.808,0.329,FALSE,FALSE
swr,swr_entwickeln,21,0.905,0.475,TRUE,FALSE
swr,swr_envecada,365,0.762,0.302,FALSE,FALSE
swr,swr_erery,17,0.765,0.345,FALSE,FALSE
swr,swr_ernst,24,0.958,-0.237,TRUE,TRUE
swr,swr_ertby,13,0.846,-0.824,FALSE,TRUE
swr,swr_erv,18,0.833,0.19,FALSE,TRUE
swr,swr_escrella,365,0.759,0.356,FALSE,FALSE
swr,swr_escribir,40,0.825,0.379,FALSE,FALSE
swr,swr_escuchar,31,0.903,0.293,TRUE,FALSE
swr,swr_escurrar,49,0.714,0.352,FALSE,FALSE
swr,swr_escéptero,44,0.773,0.265,FALSE,FALSE
swr,swr_escéptico,44,0.477,-0.035,FALSE,TRUE
swr,swr_esfribir,52,0.846,0.43,FALSE,FALSE
swr,swr_esquimal,45,0.333,-0.229,FALSE,TRUE
swr,swr_esquimalón,58,0.759,0.369,FALSE,FALSE
swr,swr_essen,15,1,NA,TRUE,FALSE
swr,swr_estacionamiento,36,0.667,0.034,FALSE,TRUE
swr,swr_estacionamindo,49,0.469,0.001,FALSE,TRUE
swr,swr_estirquinamiento,33,0.697,0.218,FALSE,FALSE
swr,swr_estrella,49,0.898,0.089,FALSE,TRUE
swr,swr_estudiante,363,0.876,0.344,FALSE,FALSE
swr,swr_estudiar,45,0.867,0.108,FALSE,TRUE
swr,swr_estudionte,367,0.553,0.341,FALSE,FALSE
swr,swr_estudioso,52,0.885,0.608,FALSE,FALSE
swr,swr_estudueso,60,0.7,0.565,FALSE,FALSE
swr,swr_etbig,127,0.937,0.367,TRUE,FALSE
swr,swr_etocionado,51,0.647,0.155,FALSE,TRUE
swr,swr_etsuriod,366,0.858,0.402,FALSE,FALSE
swr,swr_every,10,0.9,0.801,FALSE,FALSE
swr,swr_expand,13,1,NA,TRUE,FALSE
swr,swr_experimentieren,10,0.9,0.716,FALSE,FALSE
swr,swr_explore,20,0.8,-0.019,FALSE,TRUE
swr,swr_extrord,15,0.667,0.393,FALSE,FALSE
swr,swr_eye,14,1,NA,TRUE,FALSE
swr,swr_eys,13,0.846,0.578,FALSE,FALSE
swr,swr_facitia,48,0.729,0.381,FALSE,FALSE
swr,swr_fafever,14,0.929,0.729,TRUE,FALSE
swr,swr_fage,9,0.778,0.422,FALSE,FALSE
swr,swr_fagingt,18,0.833,0.333,FALSE,FALSE
swr,swr_falleta,54,0.796,0.501,FALSE,FALSE
swr,swr_familia,46,0.804,0.507,FALSE,FALSE
swr,swr_famous,11,0.909,0.471,TRUE,FALSE
swr,swr_farm,14,0.929,0.284,TRUE,FALSE
swr,swr_farmer,20,0.9,0.415,FALSE,FALSE
swr,swr_faster,13,0.769,0.637,FALSE,FALSE
swr,swr_fattify,18,0.944,0.165,TRUE,TRUE
swr,swr_feem,9,0.889,0.921,FALSE,FALSE
swr,swr_felado,47,0.787,0.431,FALSE,FALSE
swr,swr_felce,50,0.86,0.531,FALSE,FALSE
swr,swr_feo,45,0.8,0.507,FALSE,FALSE
swr,swr_fer,127,0.795,0.314,FALSE,FALSE
swr,swr_fiefen,21,0.857,-0.048,FALSE,TRUE
swr,swr_fiesta,49,0.898,0.126,FALSE,TRUE
swr,swr_fif,14,0.929,0.097,TRUE,TRUE
swr,swr_finden,15,0.933,0.395,TRUE,FALSE
swr,swr_finschen,19,0.684,0.324,FALSE,FALSE
swr,swr_firethecg,12,0.75,0.192,FALSE,TRUE
swr,swr_firetruck,12,0.75,0.255,FALSE,FALSE
swr,swr_fistory,10,0.6,0.545,FALSE,FALSE
swr,swr_fite,15,0.733,0.459,FALSE,FALSE
swr,swr_fix,7,0.571,0.438,FALSE,FALSE
swr,swr_flankfopper,14,0.929,0.401,TRUE,FALSE
swr,swr_flave,51,0.882,0.359,FALSE,FALSE
swr,swr_fleatol,9,1,NA,TRUE,FALSE
swr,swr_fliel,14,0.857,0.665,FALSE,FALSE
swr,swr_flor,361,0.892,0.318,FALSE,FALSE
swr,swr_foat,15,0.8,0.076,FALSE,TRUE
swr,swr_foctor,52,0.75,0.343,FALSE,FALSE
swr,swr_focus,11,0.818,0.647,FALSE,FALSE
swr,swr_foits,6,0.833,0.574,FALSE,FALSE
swr,swr_fonos,16,0.875,-0.134,FALSE,TRUE
swr,swr_foot,8,0.875,0.629,FALSE,FALSE
swr,swr_force,11,1,NA,TRUE,FALSE
swr,swr_forgetfulness,15,0.8,-0.117,FALSE,TRUE
swr,swr_formir,43,0.884,0.419,FALSE,FALSE
swr,swr_forschen,17,0.765,-0.14,FALSE,TRUE
swr,swr_freat,14,0.571,0.284,FALSE,FALSE
swr,swr_frei,19,1,NA,TRUE,FALSE
swr,swr_fren,368,0.826,0.368,FALSE,FALSE
swr,swr_frie,16,0.938,0.882,TRUE,FALSE
swr,swr_friendliness,11,0.909,-0.282,TRUE,TRUE
swr,swr_from,16,1,NA,TRUE,FALSE
swr,swr_fror,10,0.8,0.607,FALSE,FALSE
swr,swr_fruta,49,0.857,0.548,FALSE,FALSE
swr,swr_frutas,51,0.922,0.242,TRUE,FALSE
swr,swr_frío,52,0.942,0.365,TRUE,FALSE
swr,swr_fun,14,1,NA,TRUE,FALSE
swr,swr_fácil,41,0.829,0.394,FALSE,FALSE
swr,swr_fútbol,41,0.854,0.519,FALSE,FALSE
swr,swr_fühlen,127,0.921,0.261,TRUE,FALSE
swr,swr_für,127,0.961,0.075,TRUE,TRUE
swr,swr_fütbol,47,0.532,0.236,FALSE,FALSE
swr,swr_gacaosa,50,0.86,0.402,FALSE,FALSE
swr,swr_galleta,58,0.862,0.437,FALSE,FALSE
swr,swr_ganding,15,0.8,-0.015,FALSE,TRUE
swr,swr_garage,10,0.8,0.302,FALSE,FALSE
swr,swr_garden,19,1,NA,TRUE,FALSE
swr,swr_garrow,12,0.667,0.513,FALSE,FALSE
swr,swr_gasand,11,0.818,0.798,FALSE,FALSE
swr,swr_gasce,364,0.821,0.36,FALSE,FALSE
swr,swr_gaseosa,48,0.854,0.407,FALSE,FALSE
swr,swr_gaujar,37,0.73,0.321,FALSE,FALSE
swr,swr_ge,11,0.909,0.013,TRUE,TRUE
swr,swr_gekiog,18,1,NA,TRUE,FALSE
swr,swr_genial,14,0.929,0.041,TRUE,TRUE
swr,swr_germantia,10,0.8,0.161,FALSE,TRUE
swr,swr_geu,25,1,NA,TRUE,FALSE
swr,swr_ggnoi,12,1,NA,TRUE,FALSE
swr,swr_ginth,12,0.917,0.389,TRUE,FALSE
swr,swr_gioxémico,47,0.787,0.252,FALSE,FALSE
swr,swr_give,15,1,NA,TRUE,FALSE
swr,swr_glammlich,18,0.944,-0.108,TRUE,TRUE
swr,swr_glanco,42,0.833,0.26,FALSE,FALSE
swr,swr_glass,6,1,NA,TRUE,FALSE
swr,swr_glitzernd,126,0.73,0.369,FALSE,FALSE
swr,swr_glücklich,16,0.875,0.42,FALSE,FALSE
swr,swr_gnäschen,126,0.873,0.401,FALSE,FALSE
swr,swr_good,19,0.842,0.391,FALSE,FALSE
swr,swr_goose,17,0.882,0.309,FALSE,FALSE
swr,swr_grackhatrer,13,0.923,0.497,TRUE,FALSE
swr,swr_grackroiler,15,0.667,0.243,FALSE,FALSE
swr,swr_grande,359,0.908,0.393,TRUE,FALSE
swr,swr_grandfather,16,0.875,0.349,FALSE,FALSE
swr,swr_grandmother,12,0.833,0.423,FALSE,FALSE
swr,swr_grapes,8,0.875,0.581,FALSE,FALSE
swr,swr_grarts,12,0.667,0.394,FALSE,FALSE
swr,swr_grasshopper,16,0.875,0.109,FALSE,TRUE
swr,swr_gravel,11,0.636,0.648,FALSE,FALSE
swr,swr_great,13,0.846,0.025,FALSE,TRUE
swr,swr_grock,10,0.7,0.484,FALSE,FALSE
swr,swr_grocolate,364,0.799,0.459,FALSE,FALSE
swr,swr_groon,12,0.333,-0.105,FALSE,TRUE
swr,swr_gruñido,43,0.744,0.062,FALSE,TRUE
swr,swr_grúcido,54,0.833,0.145,FALSE,TRUE
swr,swr_guarantee,18,0.722,-0.602,FALSE,TRUE
swr,swr_guepardo,46,0.391,-0.235,FALSE,TRUE
swr,swr_guess,18,0.722,0.371,FALSE,FALSE
swr,swr_guindel,41,0.902,0.357,TRUE,FALSE
swr,swr_guindilla,42,0.19,-0.186,TRUE,TRUE
swr,swr_guisanco,63,0.81,0.549,FALSE,FALSE
swr,swr_guisante,50,0.54,0.353,FALSE,FALSE
swr,swr_guitacha,46,0.783,0.298,FALSE,FALSE
swr,swr_guitarra,66,0.909,0.279,TRUE,FALSE
swr,swr_guoys,15,0.933,0.414,TRUE,FALSE
swr,swr_gurynh,13,1,NA,TRUE,FALSE
swr,swr_hablar,56,0.839,0.58,FALSE,FALSE
swr,swr_hacaciones,43,0.767,0.237,FALSE,FALSE
swr,swr_hadrar,50,0.86,0.027,FALSE,TRUE
swr,swr_halagüeño,46,0.152,-0.205,TRUE,TRUE
swr,swr_hamburger,16,0.812,0.168,FALSE,TRUE
swr,swr_hammer,14,1,NA,TRUE,FALSE
swr,swr_hane,14,0.714,0.067,FALSE,TRUE
swr,swr_hannen,13,1,NA,TRUE,FALSE
swr,swr_hard,16,0.75,0.22,FALSE,FALSE
swr,swr_hatajo,51,0.49,-0.454,FALSE,TRUE
swr,swr_hawn,12,0.917,-0.029,TRUE,TRUE
swr,swr_heaviness,11,0.636,0.437,FALSE,FALSE
swr,swr_helado,43,0.837,0.143,FALSE,TRUE
swr,swr_helfen,126,0.968,0.247,TRUE,FALSE
swr,swr_hell,19,0.947,0.072,TRUE,TRUE
swr,swr_hellhörig,11,0.545,-0.348,FALSE,TRUE
swr,swr_hello,19,0.895,-0.255,FALSE,TRUE
swr,swr_hen,13,0.692,0.062,FALSE,TRUE
swr,swr_hent,24,0.875,0.384,FALSE,FALSE
swr,swr_heo,57,0.86,0.323,FALSE,FALSE
swr,swr_hermana,365,0.89,0.414,FALSE,FALSE
swr,swr_hexágono,50,0.56,0.286,FALSE,FALSE
swr,swr_him,19,1,NA,TRUE,FALSE
swr,swr_hinhig,20,0.85,0.602,FALSE,FALSE
swr,swr_hinter,14,0.857,0.003,FALSE,TRUE
swr,swr_hirtwörig,13,0.923,0.176,TRUE,TRUE
swr,swr_history,15,1,NA,TRUE,FALSE
swr,swr_hompital,367,0.782,0.292,FALSE,FALSE
swr,swr_hondufiwieren,11,1,NA,TRUE,FALSE
swr,swr_hormana,49,0.735,0.123,FALSE,TRUE
swr,swr_hortly,12,0.917,-0.439,TRUE,TRUE
swr,swr_hospital,367,0.869,0.452,FALSE,FALSE
swr,swr_hot,13,0.769,0.188,FALSE,TRUE
swr,swr_houle,11,0.909,0.067,TRUE,TRUE
swr,swr_however,17,0.941,0.175,TRUE,TRUE
swr,swr_hu,15,0.8,0.241,FALSE,FALSE
swr,swr_hufánzico,47,0.83,0.306,FALSE,FALSE
swr,swr_huista,46,0.804,0.146,FALSE,TRUE
swr,swr_hundert,21,0.762,0.462,FALSE,FALSE
swr,swr_hungry,19,0.895,-0.136,FALSE,TRUE
swr,swr_huro,368,0.799,0.373,FALSE,FALSE
swr,swr_hus,15,0.867,0.475,FALSE,FALSE
swr,swr_hust,17,0.588,0.063,FALSE,TRUE
swr,swr_hácil,357,0.812,0.371,FALSE,FALSE
swr,swr_hören,19,0.895,-0.193,FALSE,TRUE
swr,swr_hüacenieren,17,0.941,0.113,TRUE,TRUE
swr,swr_ibt,18,1,NA,TRUE,FALSE
swr,swr_ich,17,0.941,-0.142,TRUE,TRUE
swr,swr_idmelifendieren,19,0.895,0.542,FALSE,FALSE
swr,swr_imagine,12,1,NA,TRUE,FALSE
swr,swr_imeyits,14,0.643,0.27,FALSE,FALSE
swr,swr_inni,13,0.846,0.102,FALSE,TRUE
swr,swr_inquebrantable,40,0.325,-0.189,FALSE,TRUE
swr,swr_inquebrántico,45,0.844,0.288,FALSE,FALSE
swr,swr_insecto,366,0.822,0.254,FALSE,FALSE
swr,swr_insepto,49,0.469,0.046,FALSE,TRUE
swr,swr_inside,17,0.941,0.028,TRUE,TRUE
swr,swr_insows,12,1,NA,TRUE,FALSE
swr,swr_intecesante,365,0.622,0.175,FALSE,TRUE
swr,swr_intecigente,46,0.717,0.236,FALSE,FALSE
swr,swr_inteligente,53,0.887,0.331,FALSE,FALSE
swr,swr_interesante,45,0.822,0.086,FALSE,TRUE
swr,swr_into,15,0.667,0.539,FALSE,FALSE
swr,swr_invent,14,1,NA,TRUE,FALSE
swr,swr_investigate,14,0.857,-0.502,FALSE,TRUE
swr,swr_ip,11,1,NA,TRUE,FALSE
swr,swr_jar,13,0.846,-0.124,FALSE,TRUE
swr,swr_jardán,366,0.784,0.332,FALSE,FALSE
swr,swr_jardín,43,0.977,0.153,TRUE,TRUE
swr,swr_jeacter,18,0.611,0.166,FALSE,TRUE
swr,swr_jello,20,0.75,0.275,FALSE,FALSE
swr,swr_jewel,22,0.818,-0.276,FALSE,TRUE
swr,swr_jinto,8,0.875,-0.078,FALSE,TRUE
swr,swr_jixel,11,0.818,-0.536,FALSE,TRUE
swr,swr_join,16,1,NA,TRUE,FALSE
swr,swr_jor,18,0.944,0.012,TRUE,TRUE
swr,swr_joyal,55,0.655,0.43,FALSE,FALSE
swr,swr_joyas,364,0.731,0.32,FALSE,FALSE
swr,swr_joze,19,0.947,0.55,TRUE,FALSE
swr,swr_juco,50,0.84,0.302,FALSE,FALSE
swr,swr_jueco,56,0.75,0.207,FALSE,FALSE
swr,swr_juego,53,0.868,0.422,FALSE,FALSE
swr,swr_jugar,38,0.868,0.512,FALSE,FALSE
swr,swr_jugo,50,0.92,0.364,TRUE,FALSE
swr,swr_juguetería,47,0.809,0.443,FALSE,FALSE
swr,swr_juguico,51,0.804,0.36,FALSE,FALSE
swr,swr_jurásico,51,0.471,0.071,FALSE,TRUE
swr,swr_jurásimo,39,0.692,0.249,FALSE,FALSE
swr,swr_jusar,52,0.788,0.247,FALSE,FALSE
swr,swr_kald,21,0.524,0.368,FALSE,FALSE
swr,swr_kalt,18,1,NA,TRUE,FALSE
swr,swr_kann,21,0.952,-0.136,TRUE,TRUE
swr,swr_kees,17,0.706,0.216,FALSE,FALSE
swr,swr_keisen,14,0.571,0.105,FALSE,TRUE
swr,swr_kenchen,8,0.625,-0.125,FALSE,TRUE
swr,swr_keys,14,0.929,0.318,TRUE,FALSE
swr,swr_khtna,9,0.889,0.208,FALSE,FALSE
swr,swr_klein,17,0.941,0.406,TRUE,FALSE
swr,swr_klettern,16,0.938,0.27,TRUE,FALSE
swr,swr_knelt,18,0.278,0.035,FALSE,TRUE
swr,swr_knob,16,0.688,-0.025,FALSE,TRUE
swr,swr_kochen,126,0.952,0.423,TRUE,FALSE
swr,swr_kommunizieren,23,0.826,0.041,FALSE,TRUE
swr,swr_konstruieren,13,0.615,0.349,FALSE,FALSE
swr,swr_kontaktlos,19,0.632,-0.114,FALSE,TRUE
swr,swr_kooperieren,14,0.5,0.236,FALSE,FALSE
swr,swr_krattern,16,0.812,0.65,FALSE,FALSE
swr,swr_kraudig,20,0.9,0.274,FALSE,FALSE
swr,swr_kreativ,13,0.846,-0.031,FALSE,TRUE
swr,swr_kusly,10,0.8,-0.244,FALSE,TRUE
swr,swr_lachen,18,0.889,0.185,FALSE,TRUE
swr,swr_lajar,53,0.755,0.124,FALSE,TRUE
swr,swr_lamb,18,0.611,0.318,FALSE,FALSE
swr,swr_lame,13,0.846,0.164,FALSE,TRUE
swr,swr_lampupser,11,1,NA,TRUE,FALSE
swr,swr_landwirtschaftlich,28,0.75,0.398,FALSE,FALSE
swr,swr_langmondschaftlich,12,0.917,-0.291,TRUE,TRUE
swr,swr_langsam,126,0.865,0.441,FALSE,FALSE
swr,swr_lant,11,0.909,0.091,TRUE,TRUE
swr,swr_lapándulo,52,0.885,0.408,FALSE,FALSE
swr,swr_largo,40,0.925,0.114,TRUE,TRUE
swr,swr_larl,12,0.75,0.698,FALSE,FALSE
swr,swr_larlo,43,0.814,0.021,FALSE,TRUE
swr,swr_latzbam,127,0.921,0.332,TRUE,FALSE
swr,swr_lauchen,20,0.75,0.467,FALSE,FALSE
swr,swr_laufen,15,1,NA,TRUE,FALSE
swr,swr_lavar,46,0.891,0.459,FALSE,FALSE
swr,swr_lavándula,54,0.222,-0.144,FALSE,TRUE
swr,swr_lawlage,13,0.846,0.554,FALSE,FALSE
swr,swr_lección,42,0.833,0.408,FALSE,FALSE
swr,swr_leche,97,0.887,0.334,FALSE,FALSE
swr,swr_lecker,18,1,NA,TRUE,FALSE
swr,swr_leer,45,0.978,-0.117,TRUE,TRUE
swr,swr_lefel,11,0.818,0.347,FALSE,FALSE
swr,swr_left,14,0.929,-0.443,TRUE,TRUE
swr,swr_legal,18,0.833,-0.049,FALSE,TRUE
swr,swr_leifen,17,0.706,0.593,FALSE,FALSE
swr,swr_leld,11,0.545,0.147,FALSE,TRUE
swr,swr_lentejuela,62,0.468,0.227,FALSE,FALSE
swr,swr_lento,41,0.878,0.238,FALSE,FALSE
swr,swr_lernen,14,0.929,0.688,TRUE,FALSE
swr,swr_lestido,360,0.825,0.418,FALSE,FALSE
swr,swr_lexicano,51,0.863,0.199,FALSE,TRUE
swr,swr_lezígro,45,0.822,0.31,FALSE,FALSE
swr,swr_león,51,0.863,0.573,FALSE,FALSE
swr,swr_liberty,21,0.81,0.381,FALSE,FALSE
swr,swr_library,12,0.917,0.746,TRUE,FALSE
swr,swr_librería,58,0.828,0.339,FALSE,FALSE
swr,swr_libro,47,0.936,0.084,TRUE,TRUE
swr,swr_liegig,18,0.833,0.14,FALSE,TRUE
swr,swr_liffs,11,0.909,-0.278,TRUE,TRUE
swr,swr_light,18,0.889,-0.003,FALSE,TRUE
swr,swr_lilgiar,46,0.826,0.241,FALSE,FALSE
swr,swr_limpiar,369,0.889,0.333,FALSE,FALSE
swr,swr_linto,51,0.667,0.267,FALSE,FALSE
swr,swr_lips,12,0.917,0.826,TRUE,FALSE
swr,swr_listen,13,0.846,0.275,FALSE,FALSE
swr,swr_llave,40,0.925,0.223,TRUE,FALSE
swr,swr_locate,11,0.818,0.282,FALSE,FALSE
swr,swr_lockle,14,0.714,0.194,FALSE,TRUE
swr,swr_loer,50,0.86,0.491,FALSE,FALSE
swr,swr_loleh,9,1,NA,TRUE,FALSE
swr,swr_loms,15,0.933,0.702,TRUE,FALSE
swr,swr_long,23,0.957,-0.02,TRUE,TRUE
swr,swr_look,10,1,NA,TRUE,FALSE
swr,swr_losh,16,1,NA,TRUE,FALSE
swr,swr_loón,40,0.975,0.309,TRUE,FALSE
swr,swr_lunch,20,0.9,0.277,FALSE,FALSE
swr,swr_lustig,19,0.842,0.251,FALSE,FALSE
swr,swr_lut,12,0.833,0.061,FALSE,TRUE
swr,swr_lápiz,49,0.878,0.589,FALSE,FALSE
swr,swr_lählen,127,0.898,0.271,FALSE,FALSE
swr,swr_lópiz,58,0.828,0.52,FALSE,FALSE
swr,swr_mabro,56,0.857,0.206,FALSE,FALSE
swr,swr_machent,18,0.556,0.207,FALSE,FALSE
swr,swr_machine,13,0.923,-0.317,TRUE,TRUE
swr,swr_mada,52,0.75,0.164,FALSE,TRUE
swr,swr_mader,18,0.389,-0.24,FALSE,TRUE
swr,swr_mado,40,0.775,0.379,FALSE,FALSE
swr,swr_magisch,22,0.955,-0.079,TRUE,TRUE
swr,swr_malen,24,1,NA,TRUE,FALSE
swr,swr_mannanency,17,0.765,0.313,FALSE,FALSE
swr,swr_mano,56,0.857,0.259,FALSE,FALSE
swr,swr_mebro,52,0.904,0.333,TRUE,FALSE
swr,swr_medicine,12,0.833,0.088,FALSE,TRUE
swr,swr_meigen,12,1,NA,TRUE,FALSE
swr,swr_memitory,11,0.455,0.419,FALSE,FALSE
swr,swr_menco,50,0.88,0.346,FALSE,FALSE
swr,swr_merro,41,0.805,0.407,FALSE,FALSE
swr,swr_mesa,45,0.911,0.497,TRUE,FALSE
swr,swr_mestar,54,0.796,0.368,FALSE,FALSE
swr,swr_meuzeirig,126,0.873,0.349,FALSE,FALSE
swr,swr_mich,16,0.812,-0.114,FALSE,TRUE
swr,swr_mingen,14,0.857,0.389,FALSE,FALSE
swr,swr_mips,5,1,NA,TRUE,FALSE
swr,swr_miss,10,0.9,0.458,FALSE,FALSE
swr,swr_mitera,15,0.8,0.596,FALSE,FALSE
swr,swr_mnemotécnica,43,0.233,-0.413,FALSE,TRUE
swr,swr_mnemotéquico,35,0.8,0.482,FALSE,FALSE
swr,swr_mobrila,364,0.835,0.373,FALSE,FALSE
swr,swr_mochila,47,0.809,0.335,FALSE,FALSE
swr,swr_mocicía,46,0.87,0.329,FALSE,FALSE
swr,swr_molent,17,0.588,0.399,FALSE,FALSE
swr,swr_money,11,1,NA,TRUE,FALSE
swr,swr_montar,366,0.863,0.283,FALSE,FALSE
swr,swr_montaña,60,0.933,0.035,TRUE,TRUE
swr,swr_moon,17,0.765,-0.367,FALSE,TRUE
swr,swr_more,15,0.933,0.561,TRUE,FALSE
swr,swr_morning,16,0.938,-0.097,TRUE,TRUE
swr,swr_mosa,54,0.611,0.188,FALSE,TRUE
swr,swr_mout,9,0.667,0.321,FALSE,FALSE
swr,swr_mun,15,0.867,0.329,FALSE,FALSE
swr,swr_murciáligo,41,0.561,-0.302,FALSE,TRUE
swr,swr_murciélago,58,0.759,0.498,FALSE,FALSE
swr,swr_museo,52,0.75,0.502,FALSE,FALSE
swr,swr_musizieren,16,0.812,0.118,FALSE,TRUE
swr,swr_mutse,15,0.933,0.655,TRUE,FALSE
swr,swr_mystery,16,0.75,0.395,FALSE,FALSE
swr,swr_májaro,55,0.764,0.278,FALSE,FALSE
swr,swr_música,43,0.86,0.314,FALSE,FALSE
